# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
582		40853		8311		2029
583		40854		8313		2029
584		40853		8316		2027
585		40855		8319		2027
586		40853		8323		2029
587		40855		8326		2027
588		40855		8329		2026
589		40853		8330		2027
590		40853		8331		2026
591		40855		8334		2025
592		40855		8336		2025
593		40853		8339		2023
594		40853		8340		2023
595		40853		8342		2025
596		40853		8344		2025
597		40853		8344		2025
598		40853		8344		2025
599		40853		8345		2026
600		40867		8359		2031
601		40868		8364		2031
602		40867		8371		2031
603		40863		8376		2029
604		40864		8381		2029
605		40861		8383		2028
606		40862		8387		2026
607		40858		8395		2022
608		40858		8401		2020
609		40857		8405		2020
610		40859		8411		2023
611		40858		8415		2023
612		40857		8419		2021
613		40856		8423		2021
614		40856		8426		2021
615		40854		8428		2020
616		40854		8429		2020
617		40854		8430		2020
618		40854		8434		2020
619		40854		8439		2020
620		40856		8443		2021
621		40854		8447		2019
622		40856		8449		2020
623		40856		8452		2019
624		40854		8454		2019
625		40854		8458		2023
626		40855		8463		2026
627		40854		8465		2027
628		40854		8466		2026
629		40853		8470		2025
630		40853		8475		2026
631		40853		8476		2025
632		40853		8477		2024
633		40853		8478		2026
634		40853		8479		2025
635		40855		8484		2025
636		40855		8487		2027
637		40857		8492		2027
638		40856		8496		2027
639		40855		8497		2027
640		40872		8511		2025
641		40872		8524		2028
642		40868		8532		2026
643		40863		8544		2024
644		40861		8549		2025
645		40861		8553		2024
646		40864		8562		2026
647		40863		8566		2027
648		40863		8572		2029
649		40862		8577		2027
650		40860		8584		2027
651		40859		8590		2027
652		40860		8593		2028
653		40858		8594		2028
654		40857		8597		2028
655		40856		8600		2026
656		40856		8603		2027
657		40856		8605		2028
658		40855		8606		2028
659		40855		8606		2028
660		40855		8608		2025
661		40855		8608		2025
662		40855		8609		2025
663		40855		8612		2024
664		40854		8616		2025
665		40853		8619		2026
666		40853		8619		2026
667		40853		8619		2026
668		40853		8619		2026
669		40853		8619		2026
670		40853		8620		2027
671		40853		8621		2026
672		40853		8621		2026
673		40853		8622		2026
674		40853		8623		2027
675		40853		8624		2028
676		40853		8624		2028
677		40853		8625		2028
678		40853		8626		2027
679		40853		8627		2027
680		40875		8645		2028
681		40870		8656		2029
682		40867		8666		2028
683		40867		8675		2024
684		40865		8681		2021
685		40865		8686		2020
686		40864		8689		2023
687		40863		8690		2024
688		40863		8690		2024
689		40863		8692		2026
690		40860		8695		2027
691		40859		8699		2027
692		40859		8700		2027
693		40859		8704		2028
694		40859		8706		2026
695		40859		8706		2026
696		40858		8710		2027
697		40858		8711		2026
698		40858		8712		2027
699		40856		8715		2025
700		40856		8716		2026
701		40855		8720		2025
702		40856		8723		2025
703		40855		8726		2024
704		40855		8727		2024
705		40854		8731		2024
706		40856		8733		2025
707		40854		8734		2025
708		40854		8736		2025
709		40854		8737		2024
710		40854		8740		2026
711		40854		8742		2025
712		40856		8743		2025
713		40854		8745		2024
714		40854		8747		2022
715		40854		8750		2024
716		40856		8753		2028
717		40854		8755		2028
718		40854		8756		2029
719		40853		8758		2028
720		40866		8767		2027
721		40865		8774		2030
722		40862		8783		2028
723		40857		8790		2028
724		40857		8791		2028
725		40859		8798		2028
726		40858		8800		2027
727		40857		8804		2029
728		40856		8807		2028
729		40857		8814		2025
730		40856		8816		2026
731		40857		8820		2028
732		40857		8825		2028
733		40855		8829		2030
734		40857		8832		2033
735		40858		8842		2032
736		40857		8848		2031
737		40855		8853		2028
738		40857		8856		2028
739		40854		8861		2027
740		40855		8867		2026
741		40855		8870		2026
742		40857		8875		2026
743		40856		8879		2029
744		40854		8882		2029
745		40854		8883		2030
746		40854		8884		2031
747		40853		8888		2031
748		40852		8890		2031
749		40852		8890		2031
750		40852		8891		2032
751		40852		8892		2032
752		40852		8894		2030
753		40852		8894		2030
754		40852		8896		2030
755		40852		8896		2030
756		40852		8896		2030
757		40852		8899		2027
758		40852		8901		2027
759		40854		8902		2028
760		40873		8914		2026
761		40869		8920		2025
762		40863		8929		2029
763		40863		8934		2030
764		40862		8939		2029
765		40862		8944		2030
766		40860		8950		2031
767		40860		8956		2034
768		40860		8959		2033
769		40859		8963		2030
770		40860		8965		2029
771		40858		8968		2031
772		40858		8971		2029
773		40858		8973		2030
774		40859		8977		2029
775		40859		8984		2029
776		40858		8987		2029
777		40859		8989		2029
778		40858		8994		2025
779		40859		8996		2026
780		40858		9000		2025
781		40857		9002		2025
782		40856		9009		2020
783		40856		9009		2020
784		40856		9012		2018
785		40856		9015		2018
786		40855		9018		2018
787		40855		9018		2018
788		40855		9019		2020
789		40855		9024		2022
790		40855		9025		2022
791		40857		9027		2022
792		40854		9029		2020
793		40856		9030		2020
794		40854		9035		2020
795		40855		9038		2019
796		40855		9040		2019
797		40855		9044		2021
798		40855		9044		2021
799		40854		9045		2020
800		40860		9055		2019
801		40859		9057		2019
802		40859		9061		2021
803		40859		9062		2020
804		40859		9065		2021
805		40858		9067		2022
806		40859		9071		2020
807		40858		9074		2022
808		40857		9076		2023
809		40857		9077		2022
810		40854		9081		2020
811		40854		9081		2020
812		40854		9084		2020
813		40854		9085		2021
814		40854		9090		2022
815		40854		9093		2024
816		40854		9094		2024
817		40854		9094		2024
818		40854		9095		2024
819		40854		9095		2024
820		40854		9096		2023
821		40854		9096		2023
822		40854		9097		2022
823		40856		9099		2021
824		40856		9100		2020
825		40856		9101		2021
826		40854		9104		2021
827		40853		9106		2024
828		40853		9108		2022
829		40853		9111		2020
830		40853		9113		2021
831		40853		9115		2021
832		40853		9118		2019
833		40853		9118		2019
834		40853		9118		2019
835		40853		9118		2019
836		40853		9120		2018
837		40853		9122		2020
838		40853		9123		2021
839		40853		9125		2022
840		40860		9132		2021
841		40856		9134		2021
842		40855		9136		2020
843		40855		9139		2020
844		40855		9139		2020
845		40855		9139		2020
846		40855		9141		2020
847		40854		9145		2018
848		40854		9147		2020
849		40854		9150		2020
850		40857		9153		2020
851		40856		9159		2022
852		40856		9164		2025
853		40856		9165		2024
854		40855		9170		2022
855		40853		9173		2021
856		40853		9174		2022
857		40853		9176		2024
858		40853		9177		2023
859		40853		9177		2023
860		40852		9180		2024
861		40852		9181		2025
862		40852		9183		2024
863		40852		9184		2023
864		40852		9185		2024
865		40852		9185		2024
866		40852		9185		2024
867		40852		9186		2023
868		40852		9187		2022
869		40852		9189		2022
870		40852		9189		2022
871		40852		9191		2024
872		40852		9193		2025
873		40852		9196		2024
874		40852		9200		2020
875		40852		9200		2020
876		40852		9200		2020
877		40852		9202		2020
878		40852		9204		2021
879		40852		9205		2021
880		40867		9217		2018
881		40865		9221		2020
882		40864		9223		2020
883		40863		9231		2013
884		40862		9239		2013
885		40861		9241		2014
886		40860		9249		2018
887		40862		9257		2020
888		40862		9266		2017
889		40858		9275		2021
890		40855		9282		2020
891		40855		9283		2021
892		40855		9283		2021
893		40854		9286		2021
894		40854		9286		2021
895		40854		9286		2021
896		40854		9287		2021
897		40854		9289		2022
898		40854		9291		2024
899		40854		9294		2024
900		40854		9295		2025
901		40853		9297		2024
902		40853		9298		2025
903		40853		9301		2023
904		40853		9303		2022
905		40853		9304		2023
906		40853		9304		2023
907		40853		9304		2023
908		40853		9304		2023
909		40853		9307		2024
910		40853		9307		2024
911		40853		9308		2025
912		40853		9309		2024
913		40855		9310		2024
914		40855		9311		2025
915		40855		9314		2024
916		40854		9318		2024
917		40856		9321		2022
918		40855		9322		2021
919		40855		9326		2025
920		40874		9342		2020
921		40874		9350		2020
922		40873		9359		2024
923		40869		9364		2024
924		40866		9370		2027
925		40862		9372		2027
926		40860		9381		2027
927		40860		9382		2028
928		40861		9384		2028
929		40858		9390		2031
930		40858		9393		2031
931		40858		9395		2031
932		40855		9398		2031
933		40857		9404		2033
934		40857		9411		2031
935		40857		9414		2033
936		40859		9419		2031
937		40859		9425		2027
938		40855		9428		2031
939		40855		9430		2028
940		40855		9432		2029
941		40855		9433		2030
942		40856		9434		2031
943		40856		9434		2031
944		40856		9435		2031
945		40856		9437		2031
946		40856		9439		2028
947		40856		9439		2028
948		40856		9441		2029
949		40855		9444		2030
950		40855		9445		2030
951		40857		9448		2029
952		40855		9452		2029
953		40855		9452		2029
954		40855		9452		2029
955		40855		9454		2027
956		40855		9455		2027
957		40855		9457		2028
958		40857		9459		2028
959		40857		9460		2029
960		40867		9474		2029
961		40865		9483		2029
962		40865		9488		2029
963		40862		9494		2031
964		40861		9496		2031
965		40863		9499		2033
966		40862		9504		2036
967		40862		9509		2035
968		40862		9513		2035
969		40860		9519		2035
970		40860		9520		2033
971		40860		9520		2033
972		40858		9524		2031
973		40858		9525		2031
974		40859		9531		2032
975		40859		9532		2031
976		40857		9534		2030
977		40857		9535		2029
978		40857		9535		2029
979		40856		9538		2029
980		40856		9538		2029
981		40856		9539		2029
982		40856		9539		2029
983		40855		9542		2031
984		40855		9542		2031
985		40855		9542		2031
986		40855		9542		2031
987		40855		9542		2031
988		40855		9543		2030
989		40855		9543		2030
990		40855		9545		2031
991		40855		9546		2033
992		40855		9548		2032
993		40854		9550		2031
994		40854		9552		2030
995		40854		9552		2030
996		40854		9552		2030
997		40856		9554		2030
998		40854		9555		2030
999		40854		9556		2028
